mal_id,weekId,title,english_title,seriesName,ups,comment_count,episode,Year,season,airsDayOfWeek
43814,195,Deatte 5-byou de Battle,Battle Game in 5 Seconds,,396,147,10,2021,fall,
43691,195,Kageki Shoujo!!,Kageki Shojo!!,,371,58,11,2021,fall,
42627,195,Peach Boy Riverside,Peach Boy Riverside,,340,200,12,2021,fall,
41812,195,Megami-ryou no Ryoubo-kun.,Mother of the Goddess’ Dormitory,,324,56,10,2021,fall,
41169,195,Love Live! Superstar!!,Love Live! Superstar!!,,243,77,7,2021,fall,
45572,195,Mahouka Koukou no Yuutousei,The Honor at Magic High School,,193,44,11,2021,fall,
44881,195,100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,I'm Standing on a Million Lives Season 2,,176,74,10,2021,fall,
40682,195,Kingdom 3,Kingdom Season 3,Romance of Three Kingdoms 3D,173,48,21,2021,spring,Tuesday
48406,195,RE-MAIN,RE-MAIN,,155,46,9,2021,fall,
40960,195,Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,Drug Store in Another World - The Slow Life of a Cheat Pharmacist,,155,58,11,2021,fall,
46471,195,"Tantei wa mou, Shindeiru.",The Detective Is Already Dead,,149,212,11,2021,fall,
00021,195,One Piece,One Piece,One Piece,142,35,991,2021,fall,Sunday
42192,195,EDENS ZERO,EDENS ZERO,,125,48,22,2021,fall,
34566,195,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations,73,37,215,2021,fall,Sunday
40906,195,Dragon Quest: Dai no Daibouken,Dragon Quest: The Adventure of Dai,,70,32,48,2021,fall,
43767,195,NIGHT HEAD 2041,NIGHT HEAD 2041,,68,22,10,2021,fall,
47639,195,BLUE REFLECTION RAY,Blue Reflection Ray,,46,12,22,2021,fall,
44191,195,Tropical-Rouge! Precure,Tropical-Rouge! Pretty Cure,,31,9,28,2021,fall,
41074,195,Digimon Adventure:,Digimon Adventure:,,31,20,65,2021,fall,Sundays
48492,195,SCARLET NEXUS,Scarlet Nexus,,29,15,12,2021,fall,
49066,195,Artiswitch,,,26,7,6,2021,fall,
48470,195,D_CIDE TRAUMEREI THE ANIMATION,D_CIDE TRAUMEREI THE ANIMATION,,21,8,10,2021,fall,
43741,195,Getter Robo Arc,,,21,7,11,2021,fall,
45577,195,IDOLiSH7: Third BEAT!,IDOLiSH7 Third BEAT!,,10,8,11,2021,fall,
40351,195,Pocket Monsters (2019),,Pocket Monsters (2019),7,6,80,2021,fall,Sunday
49110,195,Yami Shibai 9,Theatre of Darkness: Yamishibai 9,,1,3,10,2021,fall,
48391,195,Mazica Party,,,0,0,4,2021,fall,
41487,196,Tensei Shitara Slime Datta Ken 2nd Season Part 2,That Time I Got Reincarnated as a Slime Season 2 Part 2,,4556,1365,12,2021,winter,
39247,196,Kobayashi-san Chi no Maidragon S,Miss Kobayashi's Dragon Maid S,,3829,512,12,2021,fall,
41587,196,Boku no Hero Academia 5,My Hero Academia Season 5,,2894,591,24,2021,fall,
42249,196,Tokyo Revengers,Tokyo Revengers,,2475,688,24,2021,fall,
43523,196,Tsuki ga Michibiku Isekai Douchuu,TSUKIMICHI -Moonlit Fantasy-,,1760,455,12,2021,fall,
43969,196,Kanojo mo Kanojo,"Girlfriend, Girlfriend",,1522,370,12,2021,fall,
48849,196,Sonny Boy,Sonny Boy,,1349,316,11,2021,fall,
49357,196,Star Wars: Visions,Star Wars: Visions,,1294,228,1,2021,fall,
48488,196,Higurashi no Naku Koro ni Sotsu,Higurashi: When They Cry - SOTSU,,1105,587,14,2021,fall,
42625,196,Heion Sedai no Idaten-tachi,The Idaten Deities Know Only Peace,,1060,274,10,2021,fall,
48580,196,Vanitas no Carte,The Case Study of Vanitas,,1030,138,12,2021,fall,
48753,196,Jahy-sama wa Kujikenai!,The Great Jahy Will Not Be Defeated!,,975,100,7,2021,fall,
40904,196,Bokutachi no Remake,Remake Our Life!,,930,355,11,2021,fall,
42282,196,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta… X,My Next Life as a Villainess: All Routes Lead to Doom! X,,861,209,12,2021,fall,
49605,196,"Ganbare, Douki-chan",,,845,126,1,2021,fall,
46093,196,Shiroi Suna no Aquatope,The aquatope on white sand,,817,180,12,2021,fall,
41710,196,Genjitsu Shugi Yuusha no Oukoku Saikenki,How a Realist Hero Rebuilt the Kingdom,,757,266,12,2021,fall,
44203,196,Seirei Gensouki,Seirei Gensouki: Spirit Chronicles,,732,282,12,2021,fall,
49357,196,Star Wars: Visions,Star Wars: Visions,,704,202,3,2021,fall,
42544,196,Kaizoku Oujo,Fena: Pirate Princess,,691,225,7,2021,fall,
47257,196,Shinigami Bocchan to Kuro Maid,The Duke of Death and His Maid,,662,129,12,2021,fall,
49357,196,Star Wars: Visions,Star Wars: Visions,,550,110,4,2021,fall,
49357,196,Star Wars: Visions,Star Wars: Visions,,539,132,5,2021,fall,
40620,196,Uramichi Oniisan,Life Lessons with Uramichi Oniisan,,514,105,12,2021,fall,
42340,196,Meikyuu Black Company,The Dungeon of Black Company,,499,111,11,2021,fall,
49854,196,Getsuyoubi no Tawawa 2,Tawawa on Monday 2,,469,107,1,2021,fall,
43691,196,Kageki Shoujo!!,Kageki Shojo!!,,437,132,12,2021,fall,
49738,196,Heike Monogatari,The Heike Story,,430,115,2,2021,fall,
49357,196,Star Wars: Visions,Star Wars: Visions,,422,81,2,2021,fall,
43814,196,Deatte 5-byou de Battle,Battle Game in 5 Seconds,,401,88,11,2021,fall,
49357,196,Star Wars: Visions,Star Wars: Visions,,375,59,8,2021,fall,
49357,196,Star Wars: Visions,Star Wars: Visions,,367,74,9,2021,fall,
49357,196,Star Wars: Visions,Star Wars: Visions,,362,54,7,2021,fall,
49357,196,Star Wars: Visions,Star Wars: Visions,,335,56,6,2021,fall,
34566,196,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations,307,143,216,2021,fall,Sunday
41169,196,Love Live! Superstar!!,Love Live! Superstar!!,,246,68,8,2021,fall,
46471,196,"Tantei wa mou, Shindeiru.",The Detective Is Already Dead,,241,272,12,2021,fall,
44881,196,100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,I'm Standing on a Million Lives Season 2,,227,72,11,2021,fall,
00021,196,One Piece,One Piece,One Piece,213,35,992,2021,fall,Sunday
40682,196,Kingdom 3,Kingdom Season 3,Romance of Three Kingdoms 3D,210,76,22,2021,spring,Tuesday
40960,196,Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,Drug Store in Another World - The Slow Life of a Cheat Pharmacist,,203,59,12,2021,fall,
45572,196,Mahouka Koukou no Yuutousei,The Honor at Magic High School,,194,53,12,2021,fall,
48406,196,RE-MAIN,RE-MAIN,,190,85,10,2021,fall,
42192,196,EDENS ZERO,EDENS ZERO,,118,29,23,2021,fall,
40906,196,Dragon Quest: Dai no Daibouken,Dragon Quest: The Adventure of Dai,,71,36,49,2021,fall,
43767,196,NIGHT HEAD 2041,NIGHT HEAD 2041,,69,26,11,2021,fall,
42205,196,SHAMAN KING (2021),SHAMAN KING (2021),,63,10,24,2021,fall,
42205,196,SHAMAN KING (2021),SHAMAN KING (2021),,54,7,23,2021,fall,
44191,196,Tropical-Rouge! Precure,Tropical-Rouge! Pretty Cure,,48,79,29,2021,fall,
47639,196,BLUE REFLECTION RAY,Blue Reflection Ray,,42,7,23,2021,fall,
41074,196,Digimon Adventure:,Digimon Adventure:,,41,43,66,2021,fall,Sundays
48492,196,SCARLET NEXUS,Scarlet Nexus,,31,13,13,2021,fall,
48470,196,D_CIDE TRAUMEREI THE ANIMATION,D_CIDE TRAUMEREI THE ANIMATION,,28,6,11,2021,fall,
43741,196,Getter Robo Arc,,,16,6,12,2021,fall,
40351,196,Pocket Monsters (2019),,Pocket Monsters (2019),15,5,81,2021,fall,Sunday
41556,196,Maiko-san Chi no Makanai-san,,,14,5,8,2021,fall,
48641,196,Obey Me!,Obey Me!,,12,1,5,2021,fall,
45577,196,IDOLiSH7: Third BEAT!,IDOLiSH7 Third BEAT!,,12,12,12,2021,fall,
49110,196,Yami Shibai 9,Theatre of Darkness: Yamishibai 9,,0,1,11,2021,fall,
41587,197,Boku no Hero Academia 5,My Hero Academia Season 5,,2871,688,25,2021,fall,
48849,197,Sonny Boy,Sonny Boy,,2052,681,12,2021,fall,
42625,197,Heion Sedai no Idaten-tachi,The Idaten Deities Know Only Peace,,1323,426,11,2021,fall,
48488,197,Higurashi no Naku Koro ni Sotsu,Higurashi: When They Cry - SOTSU,,999,693,15,2021,fall,
40904,197,Bokutachi no Remake,Remake Our Life!,,948,448,12,2021,fall,
48753,197,Jahy-sama wa Kujikenai!,The Great Jahy Will Not Be Defeated!,,834,129,8,2021,fall,
46093,197,Shiroi Suna no Aquatope,The aquatope on white sand,,810,339,13,2021,fall,
40620,197,Uramichi Oniisan,Life Lessons with Uramichi Oniisan,,794,120,13,2021,fall,
41710,197,Genjitsu Shugi Yuusha no Oukoku Saikenki,How a Realist Hero Rebuilt the Kingdom,,770,196,13,2021,fall,
42340,197,Meikyuu Black Company,The Dungeon of Black Company,,719,170,12,2021,fall,
49605,197,"Ganbare, Douki-chan",,,619,63,2,2021,fall,
34566,197,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations,595,203,217,2021,fall,Sunday
42544,197,Kaizoku Oujo,Fena: Pirate Princess,,509,96,8,2021,fall,
43691,197,Kageki Shoujo!!,Kageki Shojo!!,,508,112,13,2021,fall,
43814,197,Deatte 5-byou de Battle,Battle Game in 5 Seconds,,502,156,12,2021,fall,
49738,197,Heike Monogatari,The Heike Story,,450,113,3,2021,fall,
41530,197,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya,Magia Record: Puella Magi Madoka Magica Side Story Season 2 -The Eve of Awakening-,,327,83,8,2021,fall,
49854,197,Getsuyoubi no Tawawa 2,Tawawa on Monday 2,,302,48,2,2021,winter,
44881,197,100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,I'm Standing on a Million Lives Season 2,,275,118,12,2021,fall,
40682,197,Kingdom 3,Kingdom Season 3,Romance of Three Kingdoms 3D,243,109,23,2021,spring,Tuesday
41169,197,Love Live! Superstar!!,Love Live! Superstar!!,,228,87,9,2021,fall,
48406,197,RE-MAIN,RE-MAIN,,194,73,11,2021,fall,
45572,197,Mahouka Koukou no Yuutousei,The Honor at Magic High School,,184,43,13,2021,fall,
46352,197,Blue Period,Blue Period,,142,38,1,2021,fall,
43767,197,NIGHT HEAD 2041,NIGHT HEAD 2041,,121,58,12,2021,fall,
42192,197,EDENS ZERO,EDENS ZERO,,113,21,24,2021,fall,
00021,197,One Piece,One Piece,One Piece,105,8,993,2021,fall,Sunday
49730,197,Pokémon Evolutions,Pokémon Evolutions,,90,15,2,2021,fall,
40906,197,Dragon Quest: Dai no Daibouken,Dragon Quest: The Adventure of Dai,,54,19,50,2021,fall,
47639,197,BLUE REFLECTION RAY,Blue Reflection Ray,,50,36,24,2021,fall,
41074,197,Digimon Adventure:,Digimon Adventure:,,46,53,67,2021,fall,Sundays
42205,197,SHAMAN KING (2021),SHAMAN KING (2021),,33,6,25,2021,fall,
45961,197,Assault Lily: FRUITS,,,31,1,6,2021,fall,
43741,197,Getter Robo Arc,,,28,26,13,2021,fall,
44191,197,Tropical-Rouge! Precure,Tropical-Rouge! Pretty Cure,,26,30,30,2021,fall,
45577,197,IDOLiSH7: Third BEAT!,IDOLiSH7 Third BEAT!,,23,15,13,2021,fall,
48492,197,SCARLET NEXUS,Scarlet Nexus,,22,16,14,2021,fall,
48470,197,D_CIDE TRAUMEREI THE ANIMATION,D_CIDE TRAUMEREI THE ANIMATION,,19,9,12,2021,fall,
45961,197,Assault Lily: FRUITS,,,19,2,1,2021,fall,
44273,197,Mewkledreamy Mix!,,,6,1,11,2021,fall,
49110,197,Yami Shibai 9,Theatre of Darkness: Yamishibai 9,,1,1,12,2021,fall,
48926,197,"Komi-san wa, Komyushou desu.",Komi Can’t Communicate,,0,10,1,2021,fall,
39535,198,Mushoku Tensei: Isekai Ittara Honki Dasu,Mushoku Tensei: Jobless Reincarnation,,8201,1526,12,2021,fall,
48569,198,86: Eighty Six Part 2,86 EIGHTY-SIX Season 2,,6985,1177,1,2021,fall,
48556,198,takt op.Destiny,takt op.Destiny,,4384,723,1,2021,fall,
48483,198,Mieruko-chan,Mieruko-chan,,4339,791,1,2021,fall,
47790,198,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,,2832,661,1,2021,fall,
44037,198,"Shin no Nakama janai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni shimashita","Banished from the Hero’s Party, I Decided to Live a Quiet Life in the Countryside",,1579,345,1,2021,fall,
44961,198,Platinum End,Platinum End,,1284,324,1,2021,fall,
34566,198,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations,937,462,218,2021,fall,Sunday
48753,198,Jahy-sama wa Kujikenai!,The Great Jahy Will Not Be Defeated!,,887,96,9,2021,fall,
46093,198,Shiroi Suna no Aquatope,The aquatope on white sand,,875,260,14,2021,fall,
48471,198,Tsuki to Laika to Nosferatu,Irina: The Vampire Cosmonaut,,865,219,1,2021,fall,
38192,198,Sakugan!!,SAKUGAN,,847,197,1,2021,fall,
40608,198,Muv-Luv Alternative,Muv-Luv Alternative,,682,445,1,2021,fall,
42544,198,Kaizoku Oujo,Fena: Pirate Princess,,589,156,9,2021,fall,
49605,198,"Ganbare, Douki-chan",,,572,52,3,2021,fall,
49738,198,Heike Monogatari,The Heike Story,,564,125,4,2021,fall,
41833,198,Kyuuketsuki Sugu Shinu,The Vampire Dies in No Time,,517,114,1,2021,fall,
48804,198,Isekai Shokudou 2,Restaurant to Another World 2,,505,186,1,2021,winter,
44274,198,Puraore!: PRIDE OF ORANGE,PuraOre! ~Pride of Orange~,,434,262,1,2021,fall,
42192,198,EDENS ZERO,EDENS ZERO,,424,90,25,2021,fall,
46985,198,Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,"The Fruit of Evolution: Before I Knew It, My Life Had It Made",,372,169,1,2021,fall,
42587,198,Yuuki Yuuna wa Yuusha de Aru: Dai-Mankai no Shou,Yuki Yuna is a Hero: The Great Mankai Chapter,,281,85,1,2021,fall,
48406,198,RE-MAIN,RE-MAIN,,272,66,12,2021,fall,
48466,198,Kyoukai Senki,AMAIM Warrior at the Borderline,,267,189,1,2021,fall,
41169,198,Love Live! Superstar!!,Love Live! Superstar!!,,266,51,10,2021,fall,
49854,198,Getsuyoubi no Tawawa 2,Tawawa on Monday 2,,265,42,3,2021,winter,
00021,198,One Piece,One Piece,One Piece,251,21,994,2021,fall,Sunday
40682,198,Kingdom 3,Kingdom Season 3,Romance of Three Kingdoms 3D,244,53,24,2021,spring,Tuesday
44275,198,SELECTION PROJECT,Selection Project,,206,79,1,2021,fall,
49515,198,Digimon Ghost Game,Digimon Ghost Game,,193,61,1,2021,fall,
49263,198,Yakunara Mug Cup Mo: Niban Kama,Let's Make a Mug Too 2,,162,36,1,2021,fall,
44387,198,Sankaku Mado no Sotogawa wa Yoru,The Night Beyond the Tricornered Window,,147,49,1,2021,fall,
49730,198,Pokémon Evolutions,Pokémon Evolutions,,102,4,3,2021,fall,
40906,198,Dragon Quest: Dai no Daibouken,Dragon Quest: The Adventure of Dai,,93,36,51,2021,fall,
48505,198,Hanyou no Yashahime: Ni no Shou,Yashahime: Princess Half-Demon - The Second Act,,93,64,1,2021,fall,
48680,198,Tesla Note,Tesla Note,,82,140,1,2021,fall,
39893,198,MUTEKING THE Dancing HERO,MUTEKING THE Dancing HERO,,75,32,1,2021,fall,
42205,198,SHAMAN KING (2021),SHAMAN KING (2021),,71,12,26,2021,fall,
48707,198,Gokushufudou Part 2,The Way of the Househusband Part 2,,54,11,1,2021,fall,
44191,198,Tropical-Rouge! Precure,Tropical-Rouge! Pretty Cure,,40,42,31,2021,fall,
42940,198,Hanma Baki,Baki Hanma,,38,15,1,2021,fall,
48707,198,Gokushufudou Part 2,The Way of the Househusband Part 2,,36,3,2,2021,fall,
49285,198,Waccha PriMagi!,Waccha PriMagi!,,30,12,1,2021,fall,
48492,198,SCARLET NEXUS,Scarlet Nexus,,29,11,15,2021,fall,
46352,198,Blue Period,Blue Period,,26,14,2,2021,fall,
48470,198,D_CIDE TRAUMEREI THE ANIMATION,D_CIDE TRAUMEREI THE ANIMATION,,22,12,13,2021,fall,
48707,198,Gokushufudou Part 2,The Way of the Househusband Part 2,,16,3,5,2021,fall,
49123,198,BanG Dream! Garupa☆Pico Fever!,,,16,2,1,2021,fall,
48707,198,Gokushufudou Part 2,The Way of the Househusband Part 2,,15,1,4,2021,fall,
48707,198,Gokushufudou Part 2,The Way of the Househusband Part 2,,13,2,3,2021,fall,
40351,198,Pocket Monsters (2019),,Pocket Monsters (2019),11,2,82,2021,fall,Sunday
42940,198,Hanma Baki,Baki Hanma,,10,10,12,2021,fall,
42940,198,Hanma Baki,Baki Hanma,,9,4,2,2021,fall,
48641,198,Obey Me!,Obey Me!,,8,1,6,2021,fall,
49110,198,Yami Shibai 9,Theatre of Darkness: Yamishibai 9,,7,2,13,2021,fall,
42940,198,Hanma Baki,Baki Hanma,,4,1,3,2021,fall,
42940,198,Hanma Baki,Baki Hanma,,3,2,10,2021,fall,
42940,198,Hanma Baki,Baki Hanma,,3,2,6,2021,fall,
42940,198,Hanma Baki,Baki Hanma,,3,1,11,2021,fall,
48862,198,Cardfight!! Vanguard: overDress Season 2,Cardfight!! Vanguard overDress Season 2,,2,1,1,2021,winter,
48862,198,Cardfight!! Vanguard: overDress Season 2,Cardfight!! Vanguard overDress Season 2,,2,1,5,2021,winter,
48862,198,Cardfight!! Vanguard: overDress Season 2,Cardfight!! Vanguard overDress Season 2,,2,1,8,2021,winter,
48862,198,Cardfight!! Vanguard: overDress Season 2,Cardfight!! Vanguard overDress Season 2,,2,1,9,2021,winter,
48505,198,Hanyou no Yashahime: Ni no Shou,Yashahime: Princess Half-Demon - The Second Act,,2,3,25,2021,fall,
42940,198,Hanma Baki,Baki Hanma,,2,2,4,2021,fall,
42940,198,Hanma Baki,Baki Hanma,,2,2,7,2021,fall,
42940,198,Hanma Baki,Baki Hanma,,2,1,8,2021,fall,
42940,198,Hanma Baki,Baki Hanma,,2,1,9,2021,fall,
48862,198,Cardfight!! Vanguard: overDress Season 2,Cardfight!! Vanguard overDress Season 2,,1,1,6,2021,winter,
48862,198,Cardfight!! Vanguard: overDress Season 2,Cardfight!! Vanguard overDress Season 2,,1,1,2,2021,winter,
48862,198,Cardfight!! Vanguard: overDress Season 2,Cardfight!! Vanguard overDress Season 2,,1,1,7,2021,winter,
48862,198,Cardfight!! Vanguard: overDress Season 2,Cardfight!! Vanguard overDress Season 2,,1,1,11,2021,winter,
48862,198,Cardfight!! Vanguard: overDress Season 2,Cardfight!! Vanguard overDress Season 2,,1,1,10,2021,winter,
48862,198,Cardfight!! Vanguard: overDress Season 2,Cardfight!! Vanguard overDress Season 2,,1,1,12,2021,winter,
48862,198,Cardfight!! Vanguard: overDress Season 2,Cardfight!! Vanguard overDress Season 2,,0,1,3,2021,winter,
48862,198,Cardfight!! Vanguard: overDress Season 2,Cardfight!! Vanguard overDress Season 2,,0,1,4,2021,winter,
45576,199,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,Mushoku Tensei: Jobless Reincarnation Part 2,,6701,1337,2,2021,fall,
48569,199,86: Eighty Six Part 2,86 EIGHTY-SIX Season 2,,4992,840,2,2021,fall,
49926,199,Kimetsu no Yaiba 2,Demon Slayer: Kimetsu no Yaiba 2,,4073,597,1,2021,fall,
48556,199,takt op.Destiny,takt op.Destiny,,3385,605,2,2021,fall,
48483,199,Mieruko-chan,Mieruko-chan,,2901,636,2,2021,fall,
48926,199,"Komi-san wa, Komyushou desu.",Komi Can’t Communicate,,2311,479,1,2021,fall,
48761,199,Saihate no Paladin,The Faraway Paladin,,2021,381,1,2021,fall,
47790,199,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,,1966,541,2,2021,fall,
48926,199,"Komi-san wa, Komyushou desu.",Komi Can’t Communicate,,1843,259,2,2021,fall,
42351,199,Senpai ga Uzai Kouhai no Hanashi,My Senpai is Annoying,,1375,239,1,2021,fall,
46352,199,Blue Period,Blue Period,,1205,164,1,2021,fall,
44037,199,"Shin no Nakama janai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni shimashita","Banished from the Hero’s Party, I Decided to Live a Quiet Life in the Countryside",,1176,376,2,2021,fall,
40834,199,Ousama Ranking,Ranking of Kings,,1111,254,1,2021,fall,
48753,199,Jahy-sama wa Kujikenai!,The Great Jahy Will Not Be Defeated!,,888,83,10,2021,fall,
44961,199,Platinum End,Platinum End,,839,268,2,2021,fall,
46093,199,Shiroi Suna no Aquatope,The aquatope on white sand,,746,189,15,2021,fall,
45055,199,Taishou Otome Otogibanashi,Taisho Otome Fairy Tale,,725,174,1,2021,fall,
48471,199,Tsuki to Laika to Nosferatu,Irina: The Vampire Cosmonaut,,716,176,2,2021,fall,
38192,199,Sakugan!!,SAKUGAN,,633,146,2,2021,fall,
00021,199,One Piece,One Piece,One Piece,623,70,995,2021,fall,Sunday
42544,199,Kaizoku Oujo,Fena: Pirate Princess,,582,144,10,2021,fall,
46352,199,Blue Period,Blue Period,,549,50,2,2021,fall,
49605,199,"Ganbare, Douki-chan",,,544,37,4,2021,fall,
44940,199,World Trigger 3rd Season,World Trigger Season 3,,526,102,1,2021,spring,
48804,199,Isekai Shokudou 2,Restaurant to Another World 2,,440,152,2,2021,winter,
46985,199,Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,"The Fruit of Evolution: Before I Knew It, My Life Had It Made",,424,125,2,2021,fall,
41833,199,Kyuuketsuki Sugu Shinu,The Vampire Dies in No Time,,407,71,2,2021,fall,
40608,199,Muv-Luv Alternative,Muv-Luv Alternative,,404,382,2,2021,fall,
49738,199,Heike Monogatari,The Heike Story,,403,104,5,2021,fall,
49854,199,Getsuyoubi no Tawawa 2,Tawawa on Monday 2,,283,50,4,2021,winter,
41169,199,Love Live! Superstar!!,Love Live! Superstar!!,,217,44,11,2021,fall,
44275,199,SELECTION PROJECT,Selection Project,,213,69,2,2021,fall,
42587,199,Yuuki Yuuna wa Yuusha de Aru: Dai-Mankai no Shou,Yuki Yuna is a Hero: The Great Mankai Chapter,,206,79,2,2021,fall,
48644,199,Gyakuten Sekai no Denchi Shoujo,RUMBLE GARANNDOLL,,201,76,1,2021,fall,
49292,199,Deep Insanity: THE LOST CHILD,Deep Insanity THE LOST CHILD,,201,98,1,2021,fall,
40682,199,Kingdom 3,Kingdom Season 3,Romance of Three Kingdoms 3D,194,28,25,2021,spring,Tuesday
49040,199,Lupin III: Part VI,LUPIN THE 3rd PART 6,,188,48,0,2021,fall,
48466,199,Kyoukai Senki,AMAIM Warrior at the Borderline,,181,54,2,2021,fall,
44274,199,Puraore!: PRIDE OF ORANGE,PuraOre! ~Pride of Orange~,,174,53,2,2021,fall,
48775,199,Kaginado,KAGINADO,,162,70,1,2021,fall,
49263,199,Yakunara Mug Cup Mo: Niban Kama,Let's Make a Mug Too 2,,158,27,2,2021,fall,
49515,199,Digimon Ghost Game,Digimon Ghost Game,,147,33,2,2021,fall,
48567,199,Visual Prison,VISUAL PRISON,,114,38,1,2021,fall,
34566,199,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations,107,28,219,2021,fall,Sunday
40906,199,Dragon Quest: Dai no Daibouken,Dragon Quest: The Adventure of Dai,,94,24,52,2021,fall,
44387,199,Sankaku Mado no Sotogawa wa Yoru,The Night Beyond the Tricornered Window,,69,26,2,2021,fall,
42205,199,SHAMAN KING (2021),SHAMAN KING (2021),,69,8,27,2021,fall,
48505,199,Hanyou no Yashahime: Ni no Shou,Yashahime: Princess Half-Demon - The Second Act,,63,12,2,2021,fall,
48776,199,Build Divide: Code Black,BUILD-DIVIDE -#000000- CODE BLACK,,61,37,1,2021,fall,
38440,199,Shikizakura,Shikizakura,,52,18,1,2021,fall,
33737,199,Megaton-kyuu Musashi,,,48,16,1,2021,fall,
48492,199,SCARLET NEXUS,Scarlet Nexus,,43,6,16,2021,fall,
39893,199,MUTEKING THE Dancing HERO,MUTEKING THE Dancing HERO,,40,15,2,2021,fall,
48680,199,Tesla Note,Tesla Note,,37,11,2,2021,fall,
44191,199,Tropical-Rouge! Precure,Tropical-Rouge! Pretty Cure,,36,23,32,2021,fall,
49123,199,BanG Dream! Garupa☆Pico Fever!,,,32,1,2,2021,fall,
33737,199,Megaton-kyuu Musashi,,,22,11,2,2021,fall,
49285,199,Waccha PriMagi!,Waccha PriMagi!,,20,4,2,2021,fall,
40351,199,Pocket Monsters (2019),,Pocket Monsters (2019),11,6,83,2021,fall,Sunday
48862,199,Cardfight!! Vanguard: overDress Season 2,Cardfight!! Vanguard overDress Season 2,,2,1,2,2021,winter,
46352,199,Blue Period,Blue Period,,0,2,3,2021,fall,
45576,200,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,Mushoku Tensei: Jobless Reincarnation Part 2,,7178,1558,3,2021,fall,
48569,200,86: Eighty Six Part 2,86 EIGHTY-SIX Season 2,,5187,870,3,2021,fall,
48483,200,Mieruko-chan,Mieruko-chan,,2747,542,3,2021,fall,
47790,200,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,,2727,804,3,2021,fall,
48556,200,takt op.Destiny,takt op.Destiny,,2530,358,3,2021,fall,
49926,200,Kimetsu no Yaiba 2,Demon Slayer: Kimetsu no Yaiba 2,,2167,196,2,2021,fall,
48761,200,Saihate no Paladin,The Faraway Paladin,,1748,217,2,2021,fall,
40834,200,Ousama Ranking,Ranking of Kings,,1643,396,2,2021,fall,
44037,200,"Shin no Nakama janai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni shimashita","Banished from the Hero’s Party, I Decided to Live a Quiet Life in the Countryside",,1337,334,3,2021,fall,
42351,200,Senpai ga Uzai Kouhai no Hanashi,My Senpai is Annoying,,1282,218,2,2021,fall,
48753,200,Jahy-sama wa Kujikenai!,The Great Jahy Will Not Be Defeated!,,985,94,11,2021,fall,
46093,200,Shiroi Suna no Aquatope,The aquatope on white sand,,835,213,16,2021,fall,
48471,200,Tsuki to Laika to Nosferatu,Irina: The Vampire Cosmonaut,,799,155,3,2021,fall,
44961,200,Platinum End,Platinum End,,670,185,3,2021,fall,
42544,200,Kaizoku Oujo,Fena: Pirate Princess,,653,188,11,2021,fall,
45055,200,Taishou Otome Otogibanashi,Taisho Otome Fairy Tale,,595,152,2,2021,fall,
49605,200,"Ganbare, Douki-chan",,,558,55,5,2021,fall,
38192,200,Sakugan!!,SAKUGAN,,540,106,3,2021,fall,
49738,200,Heike Monogatari,The Heike Story,,453,70,6,2021,fall,
46352,200,Blue Period,Blue Period,,419,69,3,2021,fall,
44940,200,World Trigger 3rd Season,World Trigger Season 3,,411,77,2,2021,spring,
48804,200,Isekai Shokudou 2,Restaurant to Another World 2,,375,109,3,2021,winter,
46985,200,Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,"The Fruit of Evolution: Before I Knew It, My Life Had It Made",,328,118,3,2021,fall,
41169,200,Love Live! Superstar!!,Love Live! Superstar!!,,313,81,12,2021,fall,
41833,200,Kyuuketsuki Sugu Shinu,The Vampire Dies in No Time,,296,39,3,2021,fall,
